key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,classification,gf,line_ratio,multiplet,multiplet_term
FeII-3196,Fe II,3196.990893414191,1.67,0.0,0.0,0.0,,,a4P-z4F*,5/2-7/2,E1,Sigut+03,,3196.067,Fe II,"Fe II$\,\lambda3196$",permitted,0.0,5900,9,a4P
FeII-3210,Fe II,3211.366528334719,1.723,0.0,0.0,0.0,,,a4P-z4D*,1/2-3/2,E1,Sigut+03,,3210.439,Fe II,"Fe II$\,\lambda3210$",permitted,0.0,2300,9,a4P
FeII-3213,Fe II,3214.232253336386,1.695,0.0,0.0,0.0,,,a4P-z4D*,3/2-5/2,E1,Sigut+03,,3213.304,Fe II,"Fe II$\,\lambda3213$",permitted,0.0,2910,9,a4P
FeII-3227,Fe II,3228.672908657434,1.67,0.0,0.0,0.0,,,a4P-z4D*,5/2-7/2,E1,Sigut+03,,3227.741,Fe II,"Fe II$\,\lambda3227$",permitted,0.0,6720,9,a4P
FeII-3255,Fe II,3256.828044756517,0.986,0.0,0.0,0.0,,,a4D-z6D*,7/2-7/2,E1,Sigut+03,,3255.889,Fe II,"Fe II$\,\lambda3255$",permitted,0.0,25900,5,a4D
FeII-3277,Fe II,3278.292493070029,0.986,0.0,0.0,0.0,,,a4D-z6D*,7/2-9/2,E1,Sigut+03,,3277.348,Fe II,"Fe II$\,\lambda3277$",permitted,0.0,22500,5,a4D
FeII-3281,Fe II,3282.236494911583,1.04,0.0,0.0,0.0,,,a4D-z6D*,5/2-5/2,E1,Sigut+03,,3281.291,Fe II,"Fe II$\,\lambda3281$",permitted,0.0,10100,5,a4D
FeII-3295,Fe II,3296.7721891603182,1.076,0.0,0.0,0.0,,,a4D-z6D*,3/2-3/2,E1,Sigut+03,,3295.823,Fe II,"Fe II$\,\lambda3295$",permitted,0.0,4090,5,a4D
FeII-3303,Fe II,3304.418133591381,1.096,0.0,0.0,0.0,,,a4D-z6D*,1/2-1/2,E1,Sigut+03,,3303.467,Fe II,"Fe II$\,\lambda3303$",permitted,0.0,5380,5,a4D
FeII-3416,Fe II,3416.990853488773,2.275,0.0,0.0,0.0,,,a2P-z4P*,3/2-1/2,E1,Sigut+03,,3416.011,Fe II,"Fe II$\,\lambda3416$",permitted,0.0,2370,4,a2P
FeII-3443,Fe II,3444.8139767431144,2.275,0.0,0.0,0.0,,,a2P-z4P*,3/2-3/2,E1,Sigut+03,,3443.827,Fe II,"Fe II$\,\lambda3443$",permitted,0.0,1520,4,a2P
FeII-3494,Fe II,3495.6640190112985,2.275,0.0,0.0,0.0,,,a2P-z4P*,3/2-5/2,E1,Sigut+03,,3494.664,Fe II,"Fe II$\,\lambda3494$",permitted,0.0,4960,4,a2P
FeII-3507,Fe II,3508.4082923571145,2.341,0.0,0.0,0.0,,,a2P-z4P*,1/2-3/2,E1,Sigut+03,,3507.405,Fe II,"Fe II$\,\lambda3507$",permitted,0.0,1420,4,a2P
FeII-3508,Fe II,3509.205497178078,1.723,0.0,0.0,0.0,,,a4P-z6F*,1/2-3/2,E1,Sigut+03,,3508.202,Fe II,"Fe II$\,\lambda3508$",permitted,0.0,2270,9,a4P
FeII-3764,Fe II,3765.1775953616625,2.582,0.0,0.0,0.0,,,b4P-z4P*,5/2-3/2,E1,Sigut+03,,3764.108,Fe II,"Fe II$\,\lambda3764$",permitted,0.0,2050,19,b4P
FeII-3783,Fe II,3784.4105860909876,2.275,0.0,0.0,0.0,,,a2P-z4D*,3/2-5/2,E1,Sigut+03,,3783.336,Fe II,"Fe II$\,\lambda3783$",permitted,0.0,2320,4,a2P
FeII-3872,Fe II,3873.8588361677703,2.703,0.0,0.0,0.0,,,b4P-z4P*,3/2-1/2,E1,Sigut+03,,3872.761,Fe II,"Fe II$\,\lambda3872$",permitted,0.0,1610,19,b4P
FeII-3914,Fe II,3915.621712600436,1.67,0.0,0.0,0.0,,,a4P-z6D*,5/2-3/2,E1,Sigut+03,,3914.513,Fe II,"Fe II$\,\lambda3914$",permitted,0.0,5300,9,a4P
FeII-3938,Fe II,3939.4049122404667,1.67,0.0,0.0,0.0,,,a4P-z6D*,5/2-5/2,E1,Sigut+03,,3938.29,Fe II,"Fe II$\,\lambda3938$",permitted,0.0,14400,9,a4P
FeII-3945,Fe II,3946.330718372832,1.695,0.0,0.0,0.0,,,a4P-z6D*,3/2-3/2,E1,Sigut+03,,3945.214,Fe II,"Fe II$\,\lambda3945$",permitted,0.0,4960,9,a4P
FeII-4002,Fe II,4003.229569268318,2.777,0.0,0.0,0.0,,,b4P-z4P*,1/2-3/2,E1,Sigut+03,,4002.098,Fe II,"Fe II$\,\lambda4002$",permitted,0.0,1000,19,b4P
FeII-4173,Fe II,4174.628432105984,2.582,0.0,0.0,0.0,,,b4P-z4D*,5/2-5/2,E1,Sigut+03,,4173.452,Fe II,"Fe II$\,\lambda4173$",permitted,0.0,4080,19,b4P
FeII-4178,Fe II,4180.027848260948,2.582,0.0,0.0,0.0,,,b4P-z4F*,5/2-7/2,E1,Sigut+03,,4178.85,Fe II,"Fe II$\,\lambda4178$",permitted,0.0,7650,19,b4P
FeII-4233,Fe II,4234.355106327184,2.582,0.0,0.0,0.0,,,b4P-z4D*,5/2-7/2,E1,Sigut+03,,4233.163,Fe II,"Fe II$\,\lambda4233$",permitted,0.0,9990,19,b4P
FeII-4258,Fe II,4259.35167207782,2.703,0.0,0.0,0.0,,,b4P-z4F*,3/2-3/2,E1,Sigut+03,,4258.153,Fe II,"Fe II$\,\lambda4258$",permitted,0.0,2130,19,b4P
FeII-4273,Fe II,4274.516657037308,2.703,0.0,0.0,0.0,,,b4P-z4D*,3/2-1/2,E1,Sigut+03,,4273.314,Fe II,"Fe II$\,\lambda4273$",permitted,0.0,1080,19,b4P
FeII-4296,Fe II,4297.780772588389,2.703,0.0,0.0,0.0,,,b4P-z4F*,3/2-5/2,E1,Sigut+03,,4296.572,Fe II,"Fe II$\,\lambda4296$",permitted,0.0,4490,19,b4P
FeII-4303,Fe II,4304.378507479022,2.703,0.0,0.0,0.0,,,b4P-z4D*,3/2-3/2,E1,Sigut+03,,4303.168,Fe II,"Fe II$\,\lambda4303$",permitted,0.0,3290,19,b4P
FeII-4351,Fe II,4352.985295576282,2.703,0.0,0.0,0.0,,,b4P-z4D*,3/2-5/2,E1,Sigut+03,,4351.762,Fe II,"Fe II$\,\lambda4351$",permitted,0.0,4340,19,b4P
FeII-4369,Fe II,4370.6479454095,2.777,0.0,0.0,0.0,,,b4P-z4F*,1/2-3/2,E1,Sigut+03,,4369.42,Fe II,"Fe II$\,\lambda4369$",permitted,0.0,1230,19,b4P
FeII-4385,Fe II,4386.617150738326,2.777,0.0,0.0,0.0,,,b4P-z4D*,1/2-1/2,E1,Sigut+03,,4385.385,Fe II,"Fe II$\,\lambda4385$",permitted,0.0,2470,19,b4P
FeII-4416,Fe II,4418.0714374768795,2.777,0.0,0.0,0.0,,,b4P-z4D*,1/2-3/2,E1,Sigut+03,,4416.831,Fe II,"Fe II$\,\lambda4416$",permitted,0.0,3120,19,b4P
FeII-4489,Fe II,4490.438520242621,2.827,0.0,0.0,0.0,,,b4F-z4F*,7/2-5/2,E1,Sigut+03,,4489.179,Fe II,"Fe II$\,\lambda4489$",permitted,0.0,4420,17,b4F
FeII-4491,Fe II,4492.674110129972,2.854,0.0,0.0,0.0,,,b4F-z4F*,3/2-3/2,E1,Sigut+03,,4491.414,Fe II,"Fe II$\,\lambda4491$",permitted,0.0,4760,17,b4F
FeII-4508,Fe II,4509.548563366941,2.854,0.0,0.0,0.0,,,b4F-z4D*,3/2-1/2,E1,Sigut+03,,4508.284,Fe II,"Fe II$\,\lambda4508$",permitted,0.0,2780,17,b4F
FeII-4515,Fe II,4516.61142765477,2.843,0.0,0.0,0.0,,,b4F-z4F*,5/2-5/2,E1,Sigut+03,,4515.345,Fe II,"Fe II$\,\lambda4515$",permitted,0.0,6500,17,b4F
FeII-4520,Fe II,4521.474711475075,2.805,0.0,0.0,0.0,,,b4F-z4F*,9/2-7/2,E1,Sigut+03,,4520.207,Fe II,"Fe II$\,\lambda4520$",permitted,0.0,7020,17,b4F
FeII-4522,Fe II,4523.8993515750235,2.843,0.0,0.0,0.0,,,b4F-z4D*,5/2-3/2,E1,Sigut+03,,4522.631,Fe II,"Fe II$\,\lambda4522$",permitted,0.0,3780,17,b4F
FeII-4541,Fe II,4542.797341469158,2.854,0.0,0.0,0.0,,,b4F-z4D*,3/2-3/2,E1,Sigut+03,,4541.524,Fe II,"Fe II$\,\lambda4541$",permitted,0.0,1960,17,b4F
FeII-4549,Fe II,4550.737438454786,2.827,0.0,0.0,0.0,,,b4F-z4D*,7/2-5/2,E1,Sigut+03,,4549.462,Fe II,"Fe II$\,\lambda4549$",permitted,0.0,4510,17,b4F
FeII-4555,Fe II,4557.155133567325,2.827,0.0,0.0,0.0,,,b4F-z4F*,7/2-7/2,E1,Sigut+03,,4555.878,Fe II,"Fe II$\,\lambda4555$",permitted,0.0,8370,17,b4F
FeII-4576,Fe II,4577.621540531282,2.843,0.0,0.0,0.0,,,b4F-z4D*,5/2-5/2,E1,Sigut+03,,4576.339,Fe II,"Fe II$\,\lambda4576$",permitted,0.0,2360,17,b4F
FeII-4582,Fe II,4584.115256451202,2.843,0.0,0.0,0.0,,,b4F-z4F*,5/2-7/2,E1,Sigut+03,,4582.831,Fe II,"Fe II$\,\lambda4582$",permitted,0.0,4380,17,b4F
FeII-4583,Fe II,4585.1065184006475,2.805,0.0,0.0,0.0,,,b4F-z4D*,9/2-7/2,E1,Sigut+03,,4583.822,Fe II,"Fe II$\,\lambda4583$",permitted,0.0,10200,17,b4F
FeII-4629,Fe II,4630.633553609047,2.805,0.0,0.0,0.0,,,b4F-z4F*,9/2-9/2,E1,Sigut+03,,4629.337,Fe II,"Fe II$\,\lambda4629$",permitted,0.0,19500,17,b4F
FeII-4923,Fe II,4925.315640917859,2.89,0.0,0.0,0.0,,,a6S-z6P*,5/2-3/2,E1,Sigut+03,,4923.941,Fe II,"Fe II$\,\lambda4923$",permitted,0.0,2880,11,a6S
FeII-5018,Fe II,5019.842751345182,2.89,0.0,0.0,0.0,,,a6S-z6P*,5/2-5/2,E1,Sigut+03,,5018.443,Fe II,"Fe II$\,\lambda5018$",permitted,0.0,5330,11,a6S
FeII-5169,Fe II,5170.485823239434,2.89,0.0,0.0,0.0,,,a6S-z6P*,5/2-7/2,E1,Sigut+03,,5169.046,Fe II,"Fe II$\,\lambda5169$",permitted,0.0,5970,11,a6S
FeII-5197,Fe II,5199.040426043707,3.229,0.0,0.0,0.0,,,a4G-z4F*,5/2-3/2,E1,Sigut+03,,5197.593,Fe II,"Fe II$\,\lambda5197$",permitted,0.0,6560,7,a4G
FeII-5234,Fe II,5236.083292113256,3.22,0.0,0.0,0.0,,,a4G-z4F*,7/2-5/2,E1,Sigut+03,,5234.626,Fe II,"Fe II$\,\lambda5234$",permitted,0.0,7920,7,a4G
FeII-5264,Fe II,5266.283338290927,3.229,0.0,0.0,0.0,,,a4G-z4D*,5/2-3/2,E1,Sigut+03,,5264.818,Fe II,"Fe II$\,\lambda5264$",permitted,0.0,1210,7,a4G
FeII-5275,Fe II,5277.445312757853,3.198,0.0,0.0,0.0,,,a4G-z4F*,9/2-7/2,E1,Sigut+03,,5275.977,Fe II,"Fe II$\,\lambda5275$",permitted,0.0,9700,7,a4G
FeII-5284,Fe II,5285.587482699416,2.89,0.0,0.0,0.0,,,a6S-z6F*,5/2-7/2,E1,Sigut+03,,5284.117,Fe II,"Fe II$\,\lambda5284$",permitted,0.0,8040,11,a6S
FeII-5316,Fe II,5318.100149189792,3.151,0.0,0.0,0.0,,,a4G-z4F*,11/2-9/2,E1,Sigut+03,,5316.621,Fe II,"Fe II$\,\lambda5316$",permitted,0.0,23300,7,a4G
FeII-5316,Fe II,5318.255190523476,3.22,0.0,0.0,0.0,,,a4G-z4D*,7/2-5/2,E1,Sigut+03,,5316.776,Fe II,"Fe II$\,\lambda5316$",permitted,0.0,2290,7,a4G
FeII-5325,Fe II,5327.022527972686,3.22,0.0,0.0,0.0,,,a4G-z4F*,7/2-7/2,E1,Sigut+03,,5325.541,Fe II,"Fe II$\,\lambda5325$",permitted,0.0,6640,7,a4G
FeII-5362,Fe II,5364.338478824513,3.198,0.0,0.0,0.0,,,a4G-z4D*,9/2-7/2,E1,Sigut+03,,5362.847,Fe II,"Fe II$\,\lambda5362$",permitted,0.0,6910,7,a4G
FeII-6147,Fe II,6149.4395055313735,3.887,0.0,0.0,0.0,,,b4D-z4P*,3/2-1/2,E1,Sigut+03,,6147.738,Fe II,"Fe II$\,\lambda6147$",permitted,0.0,1650,16,b4D
FeII-6149,Fe II,6150.933906343098,3.888,0.0,0.0,0.0,,,b4D-z4P*,1/2-1/2,E1,Sigut+03,,6149.232,Fe II,"Fe II$\,\lambda6149$",permitted,0.0,1190,16,b4D
FeII-6238,Fe II,6240.144839552334,3.887,0.0,0.0,0.0,,,b4D-z4P*,3/2-3/2,E1,Sigut+03,,6238.419,Fe II,"Fe II$\,\lambda6238$",permitted,0.0,1620,16,b4D
FeII-6247,Fe II,6249.302296944337,3.89,0.0,0.0,0.0,,,b4D-z4P*,5/2-3/2,E1,Sigut+03,,6247.574,Fe II,"Fe II$\,\lambda6247$",permitted,0.0,1940,16,b4D
FeII-6317,Fe II,6319.729199901421,5.508,0.0,0.0,0.0,,,z4D*-c4D,7/2-7/2,E1,Sigut+03,,6317.982,Fe II,"Fe II$\,\lambda6317$",permitted,0.0,581,26,z4D*
FeII-6416,Fe II,6418.684771669124,3.89,0.0,0.0,0.0,,,b4D-z4P*,5/2-5/2,E1,Sigut+03,,6416.911,Fe II,"Fe II$\,\lambda6416$",permitted,0.0,2830,16,b4D
FeII-6456,Fe II,6458.169377800794,3.902,0.0,0.0,0.0,,,b4D-z4P*,7/2-5/2,E1,Sigut+03,,6456.385,Fe II,"Fe II$\,\lambda6456$",permitted,0.0,6240,16,b4D
FeII-7308,Fe II,7310.078644746492,3.887,0.0,0.0,0.0,,,b4D-z4D*,3/2-3/2,E1,Sigut+03,,7308.065,Fe II,"Fe II$\,\lambda7308$",permitted,0.0,705,16,b4D
FeII-7462,Fe II,7464.446263467897,3.89,0.0,0.0,0.0,,,b4D-z4D*,5/2-5/2,E1,Sigut+03,,7462.391,Fe II,"Fe II$\,\lambda7462$",permitted,0.0,1370,16,b4D
FeII-7711,Fe II,7713.842542911272,3.902,0.0,0.0,0.0,,,b4D-z4D*,7/2-7/2,E1,Sigut+03,,7711.72,Fe II,"Fe II$\,\lambda7711$",permitted,0.0,3090,16,b4D
FeII-7970,Fe II,7972.590393048861,9.696,0.0,0.0,0.0,,,b6D-v4F*,7/2-7/2,E1,Sigut+03,,7970.398,Fe II,"Fe II$\,\lambda7970$",permitted,0.0,718,20,b6D
FeII-7981,Fe II,7984.045486453079,9.65,0.0,0.0,0.0,,,b6D-v4F*,9/2-9/2,E1,Sigut+03,,7981.85,Fe II,"Fe II$\,\lambda7981$",permitted,0.0,962,20,b6D
FeII-8157,Fe II,8159.77195123446,9.732,0.0,0.0,0.0,,,b6D-v4F*,5/2-7/2,E1,Sigut+03,,8157.529,Fe II,"Fe II$\,\lambda8157$",permitted,0.0,1200,20,b6D
FeII-8190,Fe II,8192.858890364132,9.65,0.0,0.0,0.0,,,b6D-X6F*,9/2-9/2,E1,Sigut+03,,8190.607,Fe II,"Fe II$\,\lambda8190$",permitted,0.0,1000,20,b6D
FeII-8228,Fe II,8231.192247747536,9.696,0.0,0.0,0.0,,,b6D-v4F*,7/2-9/2,E1,Sigut+03,,8228.93,Fe II,"Fe II$\,\lambda8228$",permitted,0.0,4600,20,b6D
FeII-8287,Fe II,8289.823091040895,9.696,0.0,0.0,0.0,,,b6D-X6F*,7/2-7/2,E1,Sigut+03,,8287.545,Fe II,"Fe II$\,\lambda8287$",permitted,0.0,1770,20,b6D
FeII-8357,Fe II,8359.480916647532,9.732,0.0,0.0,0.0,,,b6D-X6F*,5/2-5/2,E1,Sigut+03,,8357.184,Fe II,"Fe II$\,\lambda8357$",permitted,0.0,822,20,b6D
FeII-8420,Fe II,8422.84004236192,9.732,0.0,0.0,0.0,,,b6D-u4D*,5/2-7/2,E1,Sigut+03,,8420.526,Fe II,"Fe II$\,\lambda8420$",permitted,0.0,675,20,b6D
FeII-8450,Fe II,8453.312279676215,9.696,0.0,0.0,0.0,,,b6D-X6F*,7/2-9/2,E1,Sigut+03,,8450.99,Fe II,"Fe II$\,\lambda8450$",permitted,0.0,11600,20,b6D
FeII-8490,Fe II,8492.38684312864,9.732,0.0,0.0,0.0,,,b6D-X6F*,5/2-7/2,E1,Sigut+03,,8490.054,Fe II,"Fe II$\,\lambda8490$",permitted,0.0,5560,20,b6D
FeII-8499,Fe II,8501.894413538383,9.757,0.0,0.0,0.0,,,b6D-X6F*,3/2-5/2,E1,Sigut+03,,8499.559,Fe II,"Fe II$\,\lambda8499$",permitted,0.0,1200,20,b6D
FeII-8722,Fe II,8724.767681741,9.845,0.0,0.0,0.0,,,d4D-v4P*,7/2-5/2,E1,Sigut+03,,8722.372,Fe II,"Fe II$\,\lambda8722$",permitted,0.0,1660,23,d4D
FeII-8926,Fe II,8929.08895483411,9.845,0.0,0.0,0.0,,,d4D-u4D*,7/2-5/2,E1,Sigut+03,,8926.638,Fe II,"Fe II$\,\lambda8926$",permitted,0.0,8680,23,d4D
FeII-9075,Fe II,9077.992248392842,9.9,0.0,0.0,0.0,,,d4D-v4P*,5/2-5/2,E1,Sigut+03,,9075.501,Fe II,"Fe II$\,\lambda9075$",permitted,0.0,6800,23,d4D
FeII-9077,Fe II,9079.891762469077,9.9,0.0,0.0,0.0,,,d4D-u4P*,5/2-3/2,E1,Sigut+03,,9077.4,Fe II,"Fe II$\,\lambda9077$",permitted,0.0,4440,23,d4D
FeII-9122,Fe II,9125.446091563565,9.845,0.0,0.0,0.0,,,d4D-u4D*,7/2-7/2,E1,Sigut+03,,9122.942,Fe II,"Fe II$\,\lambda9122$",permitted,0.0,11900,23,d4D
FeII-9132,Fe II,9134.868641850213,9.845,0.0,0.0,0.0,,,d4D-v4F*,7/2-9/2,E1,Sigut+03,,9132.362,Fe II,"Fe II$\,\lambda9132$",permitted,0.0,13300,23,d4D
FeII-9175,Fe II,9178.387421037713,9.9,0.0,0.0,0.0,,,d4D-v4F*,5/2-7/2,E1,Sigut+03,,9175.869,Fe II,"Fe II$\,\lambda9175$",permitted,0.0,16600,23,d4D
FeII-9178,Fe II,9180.607021836491,9.937,0.0,0.0,0.0,,,d4D-v4F*,3/2-5/2,E1,Sigut+03,,9178.088,Fe II,"Fe II$\,\lambda9178$",permitted,0.0,11500,23,d4D
FeII-9196,Fe II,9199.421114494808,9.937,0.0,0.0,0.0,,,d4D-u4D*,3/2-3/2,E1,Sigut+03,,9196.897,Fe II,"Fe II$\,\lambda9196$",permitted,0.0,5240,23,d4D
FeII-9203,Fe II,9205.647799986467,9.957,0.0,0.0,0.0,,,d4D-v4F*,1/2-3/2,E1,Sigut+03,,9203.122,Fe II,"Fe II$\,\lambda9203$",permitted,0.0,7440,23,d4D
FeII-9204,Fe II,9207.136202882299,9.845,0.0,0.0,0.0,,,d4D-X6F*,7/2-7/2,E1,Sigut+03,,9204.61,Fe II,"Fe II$\,\lambda9204$",permitted,0.0,538,23,d4D
FeII-9210,Fe II,9213.465916282941,9.957,0.0,0.0,0.0,,,d4D-u4D*,1/2-1/2,E1,Sigut+03,,9210.938,Fe II,"Fe II$\,\lambda9210$",permitted,0.0,1960,23,d4D
FeII-9296,Fe II,9299.402180149336,9.9,0.0,0.0,0.0,,,d4D-u4D*,5/2-5/2,E1,Sigut+03,,9296.851,Fe II,"Fe II$\,\lambda9296$",permitted,0.0,2470,23,d4D
FeII-9325,Fe II,9327.673834246038,9.937,0.0,0.0,0.0,,,d4D-u4P*,3/2-3/2,E1,Sigut+03,,9325.115,Fe II,"Fe II$\,\lambda9325$",permitted,0.0,883,23,d4D
FeII-9377,Fe II,9379.614897287975,9.937,0.0,0.0,0.0,,,d4D-u4P*,3/2-1/2,E1,Sigut+03,,9377.042,Fe II,"Fe II$\,\lambda9377$",permitted,0.0,1350,23,d4D
FeII-9406,Fe II,9409.249921447488,9.845,0.0,0.0,0.0,,,d4D-X6F*,7/2-9/2,E1,Sigut+03,,9406.669,Fe II,"Fe II$\,\lambda9406$",permitted,0.0,2960,23,d4D
FeII-9572,Fe II,9575.250875114527,5.821,0.0,0.0,0.0,,,z4P*-d4P,5/2-5/2,E1,Sigut+03,,9572.625,Fe II,"Fe II$\,\lambda9572$",permitted,0.0,2120,28,z4P*
FeII-9812,Fe II,9814.717741413415,5.873,0.0,0.0,0.0,,,z4P*-d4P,3/2-1/2,E1,Sigut+03,,9812.027,Fe II,"Fe II$\,\lambda9812$",permitted,0.0,887,28,z4P*
FeII-9956,Fe II,9958.984829753777,5.482,0.0,0.0,0.0,,,z4F*-b4G,9/2-9/2,E1,Sigut+03,,9956.255,Fe II,"Fe II$\,\lambda9956$",permitted,0.0,840,27,z4F*
FeII-9997,Fe II,10000.297024322184,5.482,0.0,0.0,0.0,,,z4F*-b4G,9/2-11/2,E1,Sigut+03,,9997.556,Fe II,"Fe II$\,\lambda9997$",permitted,0.0,5660,27,z4F*
FeII-10131,Fe II,10134.536403591335,5.902,0.0,0.0,0.0,,,z4P*-d4P,1/2-3/2,E1,Sigut+03,,10131.759,Fe II,"Fe II$\,\lambda10131$",permitted,0.0,1540,28,z4P*
FeII-10173,Fe II,10176.297722180549,5.508,0.0,0.0,0.0,,,z4D*-b4G,7/2-9/2,E1,Sigut+03,,10173.509,Fe II,"Fe II$\,\lambda10173$",permitted,0.0,656,26,z4D*
FeII-10491,Fe II,10493.874812205362,5.546,0.0,0.0,0.0,,,z4F*-b4G,7/2-7/2,E1,Sigut+03,,10491.0,Fe II,"Fe II$\,\lambda10491$",permitted,0.0,756,27,z4F*
FeII-10501,Fe II,10504.398665546732,5.546,0.0,0.0,0.0,,,z4F*-b4G,7/2-9/2,E1,Sigut+03,,10501.521,Fe II,"Fe II$\,\lambda10501$",permitted,0.0,6590,27,z4F*
FeII-10862,Fe II,10865.621622210556,5.587,0.0,0.0,0.0,,,z4F*-b4G,5/2-7/2,E1,Sigut+03,,10862.646,Fe II,"Fe II$\,\lambda10862$",permitted,0.0,4080,27,z4F*
FeII-11125,Fe II,11128.619962946128,5.613,0.0,0.0,0.0,,,z4F*-b4G,3/2-5/2,E1,Sigut+03,,11125.573,Fe II,"Fe II$\,\lambda11125$",permitted,0.0,2230,27,z4F*
FeII-17324,Fe II,17329.4110117318,10.447,0.0,0.0,0.0,,,a6G-X6F*,11/2-9/2,E1,Sigut+03,,17324.679,Fe II,"Fe II$\,\lambda17324$",permitted,0.0,612,0,a6G
FeII-17865,Fe II,17870.08410400809,10.557,0.0,0.0,0.0,,,c4G-v4F*,9/2-7/2,E1,Sigut+03,,17865.205,Fe II,"Fe II$\,\lambda17865$",permitted,0.0,783,0,c4G
